ModelID,ModelName,Provider,ModelURL
0,IPAD 3 WI-FI + 4G (A1430) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=19126&forcelayout=true
0,IPAD 4 WI-FI (A1458),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21001&forcelayout=true
0,IPAD 4 WI-FI + 4G (A1459) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21002&forcelayout=true
0,IPAD 4 WI-FI +4G (A1460) - SPRINT,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21004&forcelayout=true
0,IPAD 4 WI-FI +4G (A1460) - VERIZON,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21003&forcelayout=true
0,IPAD AIR 2 WI-FI (A1566),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54173&forcelayout=true
0,IPAD AIR 2 WI-FI + 4G (A1567) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54174&forcelayout=true
0,IPAD AIR 2 WI-FI + 4G (A1567) - SPRINT,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54175&forcelayout=true
0,IPAD AIR 2 WI-FI + 4G (A1567) - T-MOBILE,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54176&forcelayout=true
0,IPAD AIR 2 WI-FI + 4G (A1567) - UNLOCKED,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54178&forcelayout=true
0,IPAD AIR 2 WI-FI + 4G (A1567) - VERIZON,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54177&forcelayout=true
0,IPAD AIR WI-FI (A1474),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31202&forcelayout=true
0,IPAD AIR WI-FI + 4G (A1475) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31203&forcelayout=true
0,IPAD AIR WI-FI + 4G (A1475) - NTELOS,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54195&forcelayout=true
0,IPAD AIR WI-FI + 4G (A1475) - SPRINT,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31205&forcelayout=true
0,IPAD AIR WI-FI + 4G (A1475) - SPRINT - 32GB,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=57190&forcelayout=true
0,IPAD AIR WI-FI + 4G (A1475) - T-MOBILE,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31206&forcelayout=true
0,IPAD AIR WI-FI + 4G (A1475) - UNLOCKED,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31207&forcelayout=true
0,IPAD AIR WI-FI + 4G (A1475) - VERIZON,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31204&forcelayout=true
0,IPAD MINI 2 WI-FI (A1489),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31208&forcelayout=true
0,IPAD MINI 2 WI-FI + 4G (A1490) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31209&forcelayout=true
0,IPAD MINI 2 WI-FI + 4G (A1490) - NTELOS,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54194&forcelayout=true
0,IPAD MINI 2 WI-FI + 4G (A1490) - SPRINT,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31211&forcelayout=true
0,IPAD MINI 2 WI-FI + 4G (A1490) - T-MOBILE,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31212&forcelayout=true
0,IPAD MINI 2 WI-FI + 4G (A1490) - UNLOCKED,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31213&forcelayout=true
0,IPAD MINI 2 WI-FI + 4G (A1490) - VERIZON,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=31210&forcelayout=true
0,IPAD MINI 3 WI-FI (A1599),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54167&forcelayout=true
0,IPAD MINI 3 WI-FI + 4G (A1600) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54168&forcelayout=true
0,IPAD MINI 3 WI-FI + 4G (A1600) - SPRINT,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54169&forcelayout=true
0,IPAD MINI 3 WI-FI + 4G (A1600) - T-MOBILE,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54170&forcelayout=true
0,IPAD MINI 3 WI-FI + 4G (A1600) - UNLOCKED,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54172&forcelayout=true
0,IPAD MINI 3 WI-FI + 4G (A1600) - VERIZON,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54171&forcelayout=true
0,IPAD MINI 4 WI-FI (A1538),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=56136&forcelayout=true
0,IPAD MINI 4 WI-FI (A1538) - 32GB,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=57195&forcelayout=true
0,IPAD MINI 4 WI-FI (A1538) - 32GB,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=57196&forcelayout=true
0,IPAD MINI 4 WI-FI + 4G (A1550) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=56137&forcelayout=true
0,IPAD MINI 4 WI-FI + 4G (A1550) - SPRINT,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=56144&forcelayout=true
0,IPAD MINI 4 WI-FI + 4G (A1550) - UNLOCKED,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=56145&forcelayout=true
0,IPAD MINI 4 WI-FI + 4G (A1550) - VERIZON,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=56143&forcelayout=true
0,IPAD MINI WI-FI (A1432),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21005&forcelayout=true
0,IPAD MINI WI-FI + 4G (A1454) - AT&T,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21006&forcelayout=true
0,IPAD MINI WI-FI + 4G (A1455) - NTELOS,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=54193&forcelayout=true
0,IPAD MINI WI-FI + 4G (A1455) - SPRINT,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21008&forcelayout=true
0,IPAD MINI WI-FI + 4G (A1455) - VERIZON,APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=21007&forcelayout=true
0,IPAD WI-FI (A1219),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=9112&forcelayout=true
0,IPAD WI-FI + 3G (A1337),APPLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=341&modelId=9113&forcelayout=true
0,EEE PAD SLIDER (SL101),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=18794&forcelayout=true
0,EEE PAD TRANSFORMER (TF101),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=18734&forcelayout=true
0,EEE PAD TRANSFORMER PRIME (TF201),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=18723&forcelayout=true
0,EEE SLATE (B121),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=16740&forcelayout=true
0,EEE SLATE (EP121),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=18720&forcelayout=true
0,MEMO PAD 7,ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=54502&forcelayout=true
0,MEMO PAD 7 (ME572C),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=54242&forcelayout=true
0,MEMO PAD 7 LTE,ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=56316&forcelayout=true
0,"MEMO PAD HD (ME173) 7"" WI-FI",ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=44141&forcelayout=true
0,"MEMO PAD SMART (ME301T) 10.1"" WI-FI",ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=21624&forcelayout=true
0,TRANSFORMER INFINITY (TF700),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=21216&forcelayout=true
0,TRANSFORMER PAD (TF300),ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=21215&forcelayout=true
0,"VIVOTAB 11.6"" WI-FI",ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=21217&forcelayout=true
0,VIVOTAB RT,ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=20947&forcelayout=true
0,VIVOTAB RT + LTE,ASUS,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=448&modelId=52685&forcelayout=true
0,NOOK HD+ WI-FI 9IN,BARNES & NOBLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=550&modelId=20713&forcelayout=true
0,LATITUDE 10 WI-FI,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=20958&forcelayout=true
0,LATITUDE 10 WI-FI + 3G,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=20959&forcelayout=true
0,LATITUDE ST (T02G),DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=21577&forcelayout=true
0,VENUE 11 PRO WI-FI - 128GB,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=37488&forcelayout=true
0,VENUE 11 PRO WI-FI - 64GB,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=37487&forcelayout=true
0,VENUE 11 PRO WI-FI + 4G - 128GB,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=54546&forcelayout=true
0,VENUE 11 PRO WI-FI + 4G - 64GB,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=54523&forcelayout=true
0,VENUE 8 PRO WI-FI,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=37489&forcelayout=true
0,VENUE 8 WI-FI,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=37485&forcelayout=true
0,XPS 10,DELL,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=342&modelId=20957&forcelayout=true
0,NEXUS 10 WI-FI,GOOGLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=549&modelId=21512&forcelayout=true
0,NEXUS 7 (2013) WI-FI,GOOGLE,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=549&modelId=21884&forcelayout=true
0,"ELITEPAD 900 10.1"" WI-FI",HP,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=343&modelId=21618&forcelayout=true
0,ENVY X2 64GB,HP,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=343&modelId=21010&forcelayout=true
0,SLATE 500,HP,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=343&modelId=53982&forcelayout=true
0,SLATE 8 (AQT80),HP,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=343&modelId=56690&forcelayout=true
0,EVO VIEW WI-FI + 4G (PG41200),HTC,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=365&modelId=15085&forcelayout=true
0,JETSTREAM WI-FI + 4G,HTC,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=365&modelId=16760&forcelayout=true
0,NEXUS 9,HTC,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=365&modelId=54163&forcelayout=true
0,IDEATAB LYNX (K3011),LENOVO,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=410&modelId=21311&forcelayout=true
0,THINKPAD TABLET 2 WI-FI + 4G,LENOVO,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=410&modelId=54477&forcelayout=true
0,THINKPAD TABLET 2 WI-FI 64GB,LENOVO,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=410&modelId=21212&forcelayout=true
0,THINKPAD WI-FI,LENOVO,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=410&modelId=18708&forcelayout=true
0,G PAD 10.1 LTE (VK700) - VERIZON,LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=55690&forcelayout=true
0,G PAD 8.3 LTE (VK810),LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=54666&forcelayout=true
0,G PAD F 8.0,LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=54663&forcelayout=true
0,G PAD F 8.0 (UK495) U.S. CELLULAR,LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=56985&forcelayout=true
0,G PAD F 8.0 (V495) AT&T,LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=56257&forcelayout=true
0,G PAD F 8.0 (V496) T-MOBILE,LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=56100&forcelayout=true
0,G PAD X8.3 (AK815) - CELLCOM,LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=56322&forcelayout=true
0,G PAD X8.3 (VK815) - VERIZON,LG,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=760&modelId=55705&forcelayout=true
0,SURFACE 2,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=22361&forcelayout=true
0,SURFACE 2 WI-FI + 4G,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=52470&forcelayout=true
0,SURFACE 3,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=54571&forcelayout=true
0,SURFACE PRO,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=21356&forcelayout=true
0,SURFACE PRO 2,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=22362&forcelayout=true
0,SURFACE PRO 3,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=53246&forcelayout=true
0,SURFACE PRO 4 - INTEL CORE I5,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=55916&forcelayout=true
0,SURFACE PRO 4 - INTEL CORE I7,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=55917&forcelayout=true
0,SURFACE PRO 4 INTEL CORE M3,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=55910&forcelayout=true
0,SURFACE RT,MICROSOFT,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=552&modelId=20940&forcelayout=true
0,"DROID XYBOARD - 10.1"" (MZ617)",MOTOROLA,https://walmart.cexchange.com/Online/Cart/BeginAppraisal-ShowAppraisalForm.rails?pcat=30&man=451&modelId=17802&forcelayout=true
